pos_single;pos_context;base_single;base_context;orth_single;orth_context;number_single;number_context;case_single;case_context;gender_single;gender_context;rel_tok_distance;pos_between;phrase_type;sumo_concept;synset_id;sumo_concept_bs;synset_id_bs;pos_context_bs;base_context_bs;orth_context_bs;number_context_bs;case_context_bs;gender_context_bs;pos_context_bow;base_context_bow;orth_context_bow;number_context_bow;case_context_bow;gender_context_bow;synset_id_bow;first_predicate;second_predicate;relation_name
"ger;subst";"substconjfinprepsubst;prepsubstsubstconjsubst";"dostarczyć;woda";"odżywianie;i;umrzeć;z;powód;do;organizm;woda;i;pożywienie";"niedostarczenia;wody";"odżywianie;i;umrze;z;powodu;do;organizmu;wody;i;pożywienia";"sg;sg";"sg_sg_sg;_sgsg_sg";"gen;gen";"acc__gengen;gengengen_gen";"n;f";"n___m3;_m3f_n";3;prepsubst;chunk_np;NONE_subsumed:SubjectiveAssessmentAttribute;"NONE;26941";NONE_subsumed:SubjectiveAssessmentAttribute;"NONE;26941";"substconjfinprepsubst;prepsubstsubstconjsubst";"odżywianie;i;umrzeć;z;powód;do;organizm;woda;i;pożywienie";"odżywianie;i;umrze;z;powodu;do;organizmu;wody;i;pożywienia";"sg_sg_sg;_sgsg_sg";"acc__gengen;gengengen_gen";"n___m3;_m3f_n";"substconjfinprepsubst;prepsubstsubstconjsubst";"odżywianie;i;umrzeć;z;powód;do;organizm;woda;i;pożywienie";"odżywianie;i;umrze;z;powodu;do;organizmu;wody;i;pożywienia";"sg_sg_sg;_sgsg_sg";"acc__gengen;gengengen_gen";"n___m3;_m3f_n";"NONE;26941";"0;0";"0;0";"undergoer;patient"
"ger;subst";"substconjfinprepsubst;prepsubstsubstconjsubst";"dostarczyć;pożywienie";"odżywianie;i;umrzeć;z;powód;do;organizm;woda;i;pożywienie";"niedostarczenia;pożywienia";"odżywianie;i;umrze;z;powodu;do;organizmu;wody;i;pożywienia";"sg;sg";"sg_sg_sg;_sgsg_sg";"gen;gen";"acc__gengen;gengengen_gen";"n;n";"n___m3;_m3f_n";5;prepsubstsubstconj;chunk_np;"NONE_subsumed:Ingesting;subsumed:Putting";"NONE;86763";"NONE_subsumed:Ingesting;subsumed:Putting";"NONE;86763";"substconjfinprepsubst;prepsubstsubstconjsubst";"odżywianie;i;umrzeć;z;powód;do;organizm;woda;i;pożywienie";"odżywianie;i;umrze;z;powodu;do;organizmu;wody;i;pożywienia";"sg_sg_sg;_sgsg_sg";"acc__gengen;gengengen_gen";"n___m3;_m3f_n";"substconjfinprepsubst;prepsubstsubstconjsubst";"odżywianie;i;umrzeć;z;powód;do;organizm;woda;i;pożywienie";"odżywianie;i;umrze;z;powodu;do;organizmu;wody;i;pożywienia";"sg_sg_sg;_sgsg_sg";"acc__gengen;gengengen_gen";"n___m3;_m3f_n";"NONE;86763";"0;1";"0;0";"undergoer;patient"
"subst;adj";"prepadjinterpnumadj;interpadjinterpnumsubst";"czas;lokalny";"o;10;:;00;lokalny;(;17;:;00;czas";"czasu;lokalnego";"o;10;:;00;lokalnego;(;17;:;00;czasu";"sg;sg";"_sg_plsg;_sg_plsg";"gen;gen";"locloc_nomgen;_nom_nomgen";"m3;m3";"_f_fm3;_f_fm3";1;;chunk_np;subsumed:TimeInterval_equivalent:Local;"50721;104176";subsumed:TimeInterval_equivalent:Local;"50721;104176";"prepadjinterpnumadj;interpadjinterpnumsubst";"o;10;:;00;lokalny;(;17;:;00;czas";"o;10;:;00;lokalnego;(;17;:;00;czasu";"_sg_plsg;_sg_plsg";"locloc_nomgen;_nom_nomgen";"_f_fm3;_f_fm3";"prepadjinterpnumadj;interpadjinterpnumsubst";"o;10;:;00;lokalny;(;17;:;00;czas";"o;10;:;00;lokalnego;(;17;:;00;czasu";"_sg_plsg;_sg_plsg";"locloc_nomgen;_nom_nomgen";"_f_fm3;_f_fm3";"50721;104176";"0;0";"0;0";attribute
"ger;subst";"interpprepnumsubstprep;substpactppron3substinterp";"odłączyć;tuba";");po;13;dzień;od;tuba;dostarczać;on;pożywienie;.";"odłączenia;tuby";");po;13;dniach;od;tuby;dostarczającej;jej;pożywienie;.";"sg;sg";"__plpl_;sgsgsgsg_";"gen;gen";"_locloclocgen;gengengenacc_";"n;f";"__m3m3_;fffn_";1;;chunk_np;"NONE_subsumed:ShapeAttribute;subsumed:Cylinder";"NONE;403980";"NONE_subsumed:ShapeAttribute;subsumed:Cylinder";"NONE;403980";"interpprepnumsubstprep;substpactppron3substinterp";");po;13;dzień;od;tuba;dostarczać;on;pożywienie;.";");po;13;dniach;od;tuby;dostarczającej;jej;pożywienie;.";"__plpl_;sgsgsgsg_";"_locloclocgen;gengengenacc_";"__m3m3_;fffn_";"interpprepnumsubstprep;substpactppron3substinterp";");po;13;dzień;od;tuba;dostarczać;on;pożywienie;.";");po;13;dniach;od;tuby;dostarczającej;jej;pożywienie;.";"__plpl_;sgsgsgsg_";"_locloclocgen;gengengenacc_";"__m3m3_;fffn_";"NONE;403980";"0;0";"0;0";"undergoer;patient"
"pact;subst";"numsubstprepgersubst;ppron3substinterpNONENONE";"dostarczać;tuba";"13;dzień;od;odłączyć;tuba;on;pożywienie;.;NONE;NONE";"dostarczającej;tuby";"13;dniach;od;odłączenia;tuby;jej;pożywienie;.;NONE;NONE";"sg;sg";"plpl_sgsg;sgsg_";"gen;gen";"loclocgengengen;genacc_";"f;f";"m3m3_nf;fn_";1;;chunk_np;"NONE_subsumed:ShapeAttribute;subsumed:Cylinder";"8905;403980";"NONE_subsumed:ShapeAttribute;subsumed:Cylinder";"8905;403980";"numsubstprepgersubst;ppron3substinterpNONENONE";"13;dzień;od;odłączyć;tuba;on;pożywienie;.;NONE;NONE";"13;dniach;od;odłączenia;tuby;jej;pożywienie;.;NONE;NONE";"plpl_sgsg;sgsg_";"loclocgengengen;genacc_";"m3m3_nf;fn_";"numsubstprepgersubst;ppron3substinterpNONENONE";"13;dzień;od;odłączyć;tuba;on;pożywienie;.;NONE;NONE";"13;dniach;od;odłączenia;tuby;jej;pożywienie;.;NONE;NONE";"plpl_sgsg;sgsg_";"loclocgengengen;genacc_";"m3m3_nf;fn_";"8905;403980";"0;0";"0;0";"actor;cause"
"pact;subst";"numsubstprepgersubst;ppron3substinterpNONENONE";"dostarczać;pożywienie";"13;dzień;od;odłączyć;tuba;on;pożywienie;.;NONE;NONE";"dostarczającej;pożywienie";"13;dniach;od;odłączenia;tuby;jej;pożywienie;.;NONE;NONE";"sg;sg";"plpl_sgsg;sgsg_";"gen;acc";"loclocgengengen;genacc_";"f;n";"m3m3_nf;fn_";2;ppron3;chunk_np;"NONE_subsumed:Solid;equivalent:SolidFood;subsumed:Food";"8905;10738";"NONE_subsumed:Solid;equivalent:SolidFood;subsumed:Food";"8905;10738";"numsubstprepgersubst;ppron3substinterpNONENONE";"13;dzień;od;odłączyć;tuba;on;pożywienie;.;NONE;NONE";"13;dniach;od;odłączenia;tuby;jej;pożywienie;.;NONE;NONE";"plpl_sgsg;sgsg_";"loclocgengengen;genacc_";"m3m3_nf;fn_";"numsubstprepgersubst;ppron3substinterpNONENONE";"13;dzień;od;odłączyć;tuba;on;pożywienie;.;NONE;NONE";"13;dniach;od;odłączenia;tuby;jej;pożywienie;.;NONE;NONE";"plpl_sgsg;sgsg_";"loclocgengengen;genacc_";"m3m3_nf;fn_";"8905;10738";"0;1";"0;0";"undergoer;patient"
"ger;subst";"praetprepsubstsubstprep;ppron3substprepsubstinterp";"odłączyć;żona";"wnosić;do;sąd;Floryda;o;on;żona;od;tuba;,";"odłączenie;żony";"wnosił;do;sądu;Florydy;o;jego;żony;od;tuby;,";"sg;sg";"sg_sgsg_;sgsg_sg_";"acc;gen";"_gengengenacc;gengengengen_";"n;f";"m1_m3f_;m1f_f_";2;ppron3;chunk_np;"NONE_subsumed:Woman;subsumed:SocialRole;subsumed:Female;subsumed:Human";"NONE;6303";"NONE_subsumed:Woman;subsumed:SocialRole;subsumed:Female;subsumed:Human";"NONE;6303";"praetprepsubstsubstprep;ppron3substprepsubstinterp";"wnosić;do;sąd;Floryda;o;on;żona;od;tuba;,";"wnosił;do;sądu;Florydy;o;jego;żony;od;tuby;,";"sg_sgsg_;sgsg_sg_";"_gengengenacc;gengengengen_";"m1_m3f_;m1f_f_";"praetprepsubstsubstprep;ppron3substprepsubstinterp";"wnosić;do;sąd;Floryda;o;on;żona;od;tuba;,";"wnosił;do;sądu;Florydy;o;jego;żony;od;tuby;,";"sg_sgsg_;sgsg_sg_";"_gengengenacc;gengengengen_";"m1_m3f_;m1f_f_";"NONE;6303";"0;0";"0;0";"undergoer;patient"
"subst;ger";"adjsubstinterpsubstpraet;prepppron3gerinterpconj";"zgoda;odłączyć";"18;marzec;,;sąd;wyrazić;na;on;odłączyć;,;jednak";"zgodę;odłączenie";"18;marca;,;sąd;wyraził;na;jej;odłączenie;,;jednak";"sg;sg";"sgsg_sgsg;_sgsg__";"acc;acc";"gengen_nom_;accgenacc__";"f;n";"m3m3_m3m3;_fn__";3;prepppron3;chunk_np;subsumed:Cooperation_NONE;"2416;NONE";subsumed:Cooperation_NONE;"2416;NONE";"adjsubstinterpsubstpraet;prepppron3gerinterpconj";"18;marzec;,;sąd;wyrazić;na;on;odłączyć;,;jednak";"18;marca;,;sąd;wyraził;na;jej;odłączenie;,;jednak";"sgsg_sgsg;_sgsg__";"gengen_nom_;accgenacc__";"m3m3_m3m3;_fn__";"adjsubstinterpsubstpraet;prepppron3gerinterpconj";"18;marzec;,;sąd;wyrazić;na;on;odłączyć;,;jednak";"18;marca;,;sąd;wyraził;na;jej;odłączenie;,;jednak";"sgsg_sgsg;_sgsg__";"gengen_nom_;accgenacc__";"m3m3_m3m3;_fn__";"2416;NONE";"0;0";"1;0";undergoer
"subst;subst";"NONENONENONENONEprep;substsubstppasprepadj";"zgoda;kongres";"NONE;NONE;NONE;NONE;pomimo;kongres;Stany;zjednoczyć;na;ponowny";"zgody;kongresu";"NONE;NONE;NONE;NONE;Pomimo;kongresu;Stanów;Zjednoczonych;na;ponowne";"sg;sg";"_;sgplpl_sg";"gen;gen";"gen;gengengenaccacc";"f;m3";"_;m3nn_n";1;;chunk_np;subsumed:Cooperation_subsumed:Government;"2416;33727";subsumed:Cooperation_subsumed:Government;"2416;33727";"NONENONENONENONEprep;substsubstppasprepadj";"NONE;NONE;NONE;NONE;pomimo;kongres;Stany;zjednoczyć;na;ponowny";"NONE;NONE;NONE;NONE;Pomimo;kongresu;Stanów;Zjednoczonych;na;ponowne";"_;sgplpl_sg";"gen;gengengenaccacc";"_;m3nn_n";"NONENONENONENONEprep;substsubstppasprepadj";"NONE;NONE;NONE;NONE;pomimo;kongres;Stany;zjednoczyć;na;ponowny";"NONE;NONE;NONE;NONE;Pomimo;kongresu;Stanów;Zjednoczonych;na;ponowne";"_;sgplpl_sg";"gen;gengengenaccacc";"_;m3nn_n";"2416;33727";"0;0";"1;0";"actor;agent"
"subst;ger";"NONENONENONENONEprep;substsubstppasprepadj";"zgoda;podłączyć";"NONE;NONE;NONE;NONE;pomimo;kongres;Stany;zjednoczyć;na;ponowny";"zgody;podłączenie";"NONE;NONE;NONE;NONE;Pomimo;kongresu;Stanów;Zjednoczonych;na;ponowne";"sg;sg";"_;sgplpl_sg";"gen;acc";"gen;gengengenaccacc";"f;n";"_;m3nn_n";6;substsubstppasprepadj;chunk_np;subsumed:Cooperation_NONE;"2416;NONE";subsumed:Cooperation_NONE;"2416;NONE";"NONENONENONENONEprep;substsubstppasprepadj";"NONE;NONE;NONE;NONE;pomimo;kongres;Stany;zjednoczyć;na;ponowny";"NONE;NONE;NONE;NONE;Pomimo;kongresu;Stanów;Zjednoczonych;na;ponowne";"_;sgplpl_sg";"gen;gengengenaccacc";"_;m3nn_n";"NONENONENONENONEprep;substsubstppasprepadj";"NONE;NONE;NONE;NONE;pomimo;kongres;Stany;zjednoczyć;na;ponowny";"NONE;NONE;NONE;NONE;Pomimo;kongresu;Stanów;Zjednoczonych;na;ponowne";"_;sgplpl_sg";"gen;gengengenaccacc";"_;m3nn_n";"2416;NONE";"0;0";"1;0";undergoer
"ger;subst";"substsubstppasprepadj;substinterpppasprepsubst";"podłączyć;terri";"kongres;Stany;zjednoczyć;na;ponowny;terri;,;podpisać;przez;prezydent";"podłączenie;Terri";"kongresu;Stanów;Zjednoczonych;na;ponowne;Terri;,;podpisanej;przez;prezydenta";"sg;sg";"sgplpl_sg;sg_sg_sg";"acc;gen";"gengengenaccacc;gen_genaccacc";"n;f";"m3nn_n;f_f_m1";1;;chunk_np;NONE_NONE;"NONE;NONE";NONE_NONE;"NONE;NONE";"substsubstppasprepadj;substinterpppasprepsubst";"kongres;Stany;zjednoczyć;na;ponowny;terri;,;podpisać;przez;prezydent";"kongresu;Stanów;Zjednoczonych;na;ponowne;Terri;,;podpisanej;przez;prezydenta";"sgplpl_sg;sg_sg_sg";"gengengenaccacc;gen_genaccacc";"m3nn_n;f_f_m1";"substsubstppasprepadj;substinterpppasprepsubst";"kongres;Stany;zjednoczyć;na;ponowny;terri;,;podpisać;przez;prezydent";"kongresu;Stanów;Zjednoczonych;na;ponowne;Terri;,;podpisanej;przez;prezydenta";"sgplpl_sg;sg_sg_sg";"gengengenaccacc;gen_genaccacc";"m3nn_n;f_f_m1";"NONE;NONE";"0;0";"0;0";"undergoer;patient"
"ppas;subst";"prepadjgersubstinterp;prepsubstsubstppasadj";"podpisać;zgoda";"na;ponowny;podłączyć;terri;,;przez;prezydent;Stany;zjednoczyć;21";"podpisanej;zgody";"na;ponowne;podłączenie;Terri;,;przez;prezydenta;Stanów;Zjednoczonych;21";"sg;sg";"_sgsgsg_;_sgplplsg";"gen;gen";"accaccaccgen_;accaccgengengen";"f;f";"_nnf_;_m1nnm3";9;substsubstppasprepadjgersubstinterp;chunk_np;NONE_subsumed:Cooperation;"55946;2416";NONE_subsumed:Cooperation;"55946;2416";"prepadjgersubstinterp;prepsubstsubstppasadj";"na;ponowny;podłączyć;terri;,;przez;prezydent;Stany;zjednoczyć;21";"na;ponowne;podłączenie;Terri;,;przez;prezydenta;Stanów;Zjednoczonych;21";"_sgsgsg_;_sgplplsg";"accaccaccgen_;accaccgengengen";"_nnf_;_m1nnm3";"prepadjgersubstinterp;prepsubstsubstppasadj";"na;ponowny;podłączyć;terri;,;przez;prezydent;Stany;zjednoczyć;21";"na;ponowne;podłączenie;Terri;,;przez;prezydenta;Stanów;Zjednoczonych;21";"_sgsgsg_;_sgplplsg";"accaccaccgen_;accaccgengengen";"_nnf_;_m1nnm3";"55946;2416";"0;0";"0;1";"undergoer;patient"
"ppas;subst";"prepadjgersubstinterp;prepsubstsubstppasadj";"podpisać;prezydent";"na;ponowny;podłączyć;terri;,;przez;prezydent;Stany;zjednoczyć;21";"podpisanej;prezydenta";"na;ponowne;podłączenie;Terri;,;przez;prezydenta;Stanów;Zjednoczonych;21";"sg;sg";"_sgsgsg_;_sgplplsg";"gen;acc";"accaccaccgen_;accaccgengengen";"f;m1";"_nnf_;_m1nnm3";2;prep;chunk_np;NONE_subsumed:President;"55946;6193";NONE_subsumed:President;"55946;6193";"prepadjgersubstinterp;prepsubstsubstppasadj";"na;ponowny;podłączyć;terri;,;przez;prezydent;Stany;zjednoczyć;21";"na;ponowne;podłączenie;Terri;,;przez;prezydenta;Stanów;Zjednoczonych;21";"_sgsgsg_;_sgplplsg";"accaccaccgen_;accaccgengengen";"_nnf_;_m1nnm3";"prepadjgersubstinterp;prepsubstsubstppasadj";"na;ponowny;podłączyć;terri;,;przez;prezydent;Stany;zjednoczyć;21";"na;ponowne;podłączenie;Terri;,;przez;prezydenta;Stanów;Zjednoczonych;21";"_sgsgsg_;_sgplplsg";"accaccaccgen_;accaccgengengen";"_nnf_;_m1nnm3";"55946;6193";"0;0";"0;0";"actor;agent"
"subst;adj";"NONEadvsubstadjconj;adjqubpraetqubprep";"sąd;federalny";"NONE;wczesno;sąd;stanowy;i;federalny;nie;zgodzić;się;na";"sąd;federalny";"NONE;Wcześniej;sąd;stanowy;i;federalny;nie;zgodził;się;na";"sg;sg";"_sgsg_;sg_sg__";"nom;nom";"_nomnom_;nom___acc";"m3;m3";"_m3m3_;m3_m1__";1;;chunk_np;subsumed:Organization_subsumed:Government;"3007;245080";subsumed:Organization_subsumed:Government;"3007;245080";"NONEadvsubstadjconj;adjqubpraetqubprep";"NONE;wczesno;sąd;stanowy;i;federalny;nie;zgodzić;się;na";"NONE;Wcześniej;sąd;stanowy;i;federalny;nie;zgodził;się;na";"_sgsg_;sg_sg__";"_nomnom_;nom___acc";"_m3m3_;m3_m1__";"NONEadvsubstadjconj;adjqubpraetqubprep";"NONE;wczesno;sąd;stanowy;i;federalny;nie;zgodzić;się;na";"NONE;Wcześniej;sąd;stanowy;i;federalny;nie;zgodził;się;na";"_sgsg_;sg_sg__";"_nomnom_;nom___acc";"_m3m3_;m3_m1__";"3007;245080";"0;0";"1;0";attribute
"ger;subst";"adjqubpraetqubprep;substpactadjsubstsubst";"podłączyć;aparatura";"federalny;nie;zgodzić;się;na;aparatura;umożliwiać;sztuczny;odżywianie;terri";"podłączenie;aparatury";"federalny;nie;zgodził;się;na;aparatury;umożliwiającej;sztuczne;odżywianie;Terri";"sg;sg";"sg_sg__;sgsgsgsgsg";"acc;gen";"nom___acc;gengenaccaccgen";"n;f";"m3_m1__;ffnnn";1;;chunk_np;NONE_subsumed:Device;"NONE;10696";NONE_subsumed:Device;"NONE;10696";"adjqubpraetqubprep;substpactadjsubstsubst";"federalny;nie;zgodzić;się;na;aparatura;umożliwiać;sztuczny;odżywianie;terri";"federalny;nie;zgodził;się;na;aparatury;umożliwiającej;sztuczne;odżywianie;Terri";"sg_sg__;sgsgsgsgsg";"nom___acc;gengenaccaccgen";"m3_m1__;ffnnn";"adjqubpraetqubprep;substpactadjsubstsubst";"federalny;nie;zgodzić;się;na;aparatura;umożliwiać;sztuczny;odżywianie;terri";"federalny;nie;zgodził;się;na;aparatury;umożliwiającej;sztuczne;odżywianie;Terri";"sg_sg__;sgsgsgsgsg";"nom___acc;gengenaccaccgen";"m3_m1__;ffnnn";"NONE;10696";"0;0";"0;0";"undergoer;patient"
"pact;subst";"praetqubprepgersubst;adjsubstsubstinterpconj";"umożliwiać;aparatura";"zgodzić;się;na;podłączyć;aparatura;sztuczny;odżywianie;terri;,;a";"umożliwiającej;aparatury";"zgodził;się;na;podłączenie;aparatury;sztuczne;odżywianie;Terri;,;a";"sg;sg";"sg__sgsg;sgsgsg__";"gen;gen";"__accaccgen;accaccgen__";"f;f";"m1__nf;nnn__";1;;chunk_np;NONE_subsumed:Device;"15137;10696";NONE_subsumed:Device;"15137;10696";"praetqubprepgersubst;adjsubstsubstinterpconj";"zgodzić;się;na;podłączyć;aparatura;sztuczny;odżywianie;terri;,;a";"zgodził;się;na;podłączenie;aparatury;sztuczne;odżywianie;Terri;,;a";"sg__sgsg;sgsgsg__";"__accaccgen;accaccgen__";"m1__nf;nnn__";"praetqubprepgersubst;adjsubstsubstinterpconj";"zgodzić;się;na;podłączyć;aparatura;sztuczny;odżywianie;terri;,;a";"zgodził;się;na;podłączenie;aparatury;sztuczne;odżywianie;Terri;,;a";"sg__sgsg;sgsgsg__";"__accaccgen;accaccgen__";"m1__nf;nnn__";"15137;10696";"0;0";"0;0";"actor;cause"
"pact;subst";"praetqubprepgersubst;adjsubstsubstinterpconj";"umożliwiać;odżywianie";"zgodzić;się;na;podłączyć;aparatura;sztuczny;odżywianie;terri;,;a";"umożliwiającej;odżywianie";"zgodził;się;na;podłączenie;aparatury;sztuczne;odżywianie;Terri;,;a";"sg;sg";"sg__sgsg;sgsgsg__";"gen;acc";"__accaccgen;accaccgen__";"f;n";"m1__nf;nnn__";2;adj;chunk_np;"NONE_subsumed:Ingesting;subsumed:Putting";"15137;85964";"NONE_subsumed:Ingesting;subsumed:Putting";"15137;85964";"praetqubprepgersubst;adjsubstsubstinterpconj";"zgodzić;się;na;podłączyć;aparatura;sztuczny;odżywianie;terri;,;a";"zgodził;się;na;podłączenie;aparatury;sztuczne;odżywianie;Terri;,;a";"sg__sgsg;sgsgsg__";"__accaccgen;accaccgen__";"m1__nf;nnn__";"praetqubprepgersubst;adjsubstsubstinterpconj";"zgodzić;się;na;podłączyć;aparatura;sztuczny;odżywianie;terri;,;a";"zgodził;się;na;podłączenie;aparatury;sztuczne;odżywianie;Terri;,;a";"sg__sgsg;sgsgsg__";"__accaccgen;accaccgen__";"m1__nf;nnn__";"15137;85964";"0;1";"0;0";undergoer
"subst;subst";"prepgersubstpactadj;substinterpconjadjsubst";"odżywianie;terri";"na;podłączyć;aparatura;umożliwiać;sztuczny;terri;,;a;wysoki;sąd";"odżywianie;Terri";"na;podłączenie;aparatury;umożliwiającej;sztuczne;Terri;,;a;Najwyższy;Sąd";"sg;sg";"_sgsgsgsg;sg__sgsg";"acc;gen";"accaccgengenacc;gen__nomnom";"n;n";"_nffn;n__m3m3";1;;chunk_np;"subsumed:Ingesting;subsumed:Putting_NONE";"85964;NONE";"subsumed:Ingesting;subsumed:Putting_NONE";"85964;NONE";"prepgersubstpactadj;substinterpconjadjsubst";"na;podłączyć;aparatura;umożliwiać;sztuczny;terri;,;a;wysoki;sąd";"na;podłączenie;aparatury;umożliwiającej;sztuczne;Terri;,;a;Najwyższy;Sąd";"_sgsgsgsg;sg__sgsg";"accaccgengenacc;gen__nomnom";"_nffn;n__m3m3";"prepgersubstpactadj;substinterpconjadjsubst";"na;podłączyć;aparatura;umożliwiać;sztuczny;terri;,;a;wysoki;sąd";"na;podłączenie;aparatury;umożliwiającej;sztuczne;Terri;,;a;Najwyższy;Sąd";"_sgsgsgsg;sg__sgsg";"accaccgengenacc;gen__nomnom";"_nffn;n__m3m3";"85964;NONE";"1;0";"0;0";"undergoer;theme"
"subst;adj";"substsubstinterpconjadj;substppasqubpraetqub";"sąd;wysoki";"odżywianie;terri;,;a;wysoki;stan;zjednoczyć;nie;zgodzić;się";"Sąd;Najwyższy";"odżywianie;Terri;,;a;Najwyższy;Stanów;Zjednoczonych;nie;zgodził;się";"sg;sg";"sgsg__sg;plpl_sg_";"nom;nom";"accgen__nom;gengen___";"m3;m3";"nn__m3;m3m3_m1_";1;;chunk_np;subsumed:Organization_NONE;"3007;4032";subsumed:Organization_NONE;"3007;4032";"substsubstinterpconjadj;substppasqubpraetqub";"odżywianie;terri;,;a;wysoki;stan;zjednoczyć;nie;zgodzić;się";"odżywianie;Terri;,;a;Najwyższy;Stanów;Zjednoczonych;nie;zgodził;się";"sgsg__sg;plpl_sg_";"accgen__nom;gengen___";"nn__m3;m3m3_m1_";"substsubstinterpconjadj;substppasqubpraetqub";"odżywianie;terri;,;a;wysoki;stan;zjednoczyć;nie;zgodzić;się";"odżywianie;Terri;,;a;Najwyższy;Stanów;Zjednoczonych;nie;zgodził;się";"sgsg__sg;plpl_sg_";"accgen__nom;gengen___";"nn__m3;m3m3_m1_";"3007;4032";"0;0";"1;0";attribute
"subst;subst";"praetqubprepadjadj;substadjsubstinterpNONE";"prośba;Schindler";"zgodzić;się;na;taki;sam;Schindler;24;marzec;.;NONE";"prośbę;Schindlerów";"zgodził;się;na;taką;samą;Schindlerów;24;marca;.;NONE";"sg;pl";"sg__sgsg;plsgsg_";"acc;gen";"__accaccacc;gengengen_";"f;m1";"m1__ff;m1m3m3_";1;;chunk_np;equivalent:Requesting_NONE;"2622;NONE";equivalent:Requesting_NONE;"2622;NONE";"praetqubprepadjadj;substadjsubstinterpNONE";"zgodzić;się;na;taki;sam;Schindler;24;marzec;.;NONE";"zgodził;się;na;taką;samą;Schindlerów;24;marca;.;NONE";"sg__sgsg;plsgsg_";"__accaccacc;gengengen_";"m1__ff;m1m3m3_";"praetqubprepadjadj;substadjsubstinterpNONE";"zgodzić;się;na;taki;sam;Schindler;24;marzec;.;NONE";"zgodził;się;na;taką;samą;Schindlerów;24;marca;.;NONE";"sg__sgsg;plsgsg_";"__accaccacc;gengengen_";"m1__ff;m1m3m3_";"2622;NONE";"0;0";"1;0";"actor;agent"
"ppas;subst";"interpcompppron3substpraet;substconjpraetprepadj";"poddać;kremacja";",;aby;on;żona;zostać;kremacja;i;spocząć;w;rodzinny";"poddana;kremacji";",;aby;jego;żona;została;kremacji;i;spoczęła;w;rodzinnym";"sg;sg";"__sgsgsg;sg_sg_sg";"nom;gen";"__gennom_;gen__locloc";"f;f";"__m1ff;f_f_m3";1;;chunk_np;NONE_subsumed:RadiatingLight;"59186;16393";NONE_subsumed:RadiatingLight;"59186;16393";"interpcompppron3substpraet;substconjpraetprepadj";",;aby;on;żona;zostać;kremacja;i;spocząć;w;rodzinny";",;aby;jego;żona;została;kremacji;i;spoczęła;w;rodzinnym";"__sgsgsg;sg_sg_sg";"__gennom_;gen__locloc";"__m1ff;f_f_m3";"interpcompppron3substpraet;substconjpraetprepadj";",;aby;on;żona;zostać;kremacja;i;spocząć;w;rodzinny";",;aby;jego;żona;została;kremacji;i;spoczęła;w;rodzinnym";"__sgsgsg;sg_sg_sg";"__gennom_;gen__locloc";"__m1ff;f_f_m3";"59186;16393";"0;1";"0;0";undergoer
"subst;subst";"substsubstsubstinterpprep;ppron3substinterpNONENONE";"protest;rodzic";"grób;rodzina;schiavo;,;pomimo;on;rodzic;.;NONE;NONE";"protestów;rodziców";"grobie;rodziny;Schiavo;,;pomimo;jej;rodziców;.;NONE;NONE";"pl;pl";"sgsgsg__;sgpl_";"gen;gen";"locgengen_gen;gengen_";"m3;m1";"m3ff__;fm1_";2;ppron3;chunk_np;"subsumed:Contest;subsumed:IntentionalProcess_subsumed:BiologicalAttribute";"2627;6299";"subsumed:Contest;subsumed:IntentionalProcess_subsumed:BiologicalAttribute";"2627;6299";"substsubstsubstinterpprep;ppron3substinterpNONENONE";"grób;rodzina;schiavo;,;pomimo;on;rodzic;.;NONE;NONE";"grobie;rodziny;Schiavo;,;pomimo;jej;rodziców;.;NONE;NONE";"sgsgsg__;sgpl_";"locgengen_gen;gengen_";"m3ff__;fm1_";"substsubstsubstinterpprep;ppron3substinterpNONENONE";"grób;rodzina;schiavo;,;pomimo;on;rodzic;.;NONE;NONE";"grobie;rodziny;Schiavo;,;pomimo;jej;rodziców;.;NONE;NONE";"sgsgsg__;sgpl_";"locgengen_gen;gengen_";"m3ff__;fm1_";"2627;6299";"1;0";"1;0";"actor;agent"
"ppas;subst";"NONENONEadvconjfin;substsubstinterpcompinf";"wykonać;sekcja";"NONE;NONE;przedtem;jednak;zostać;sekcja;zwłoki;,;aby;udowodnić";"wykonana;sekcja";"NONE;NONE;Przedtem;jednak;zostanie;sekcja;zwłok;,;aby;udowodnić";"sg;sg";"__sg;sgpl___";"nom;nom";"___;nomgen___";"f;f";"___;fn___";1;;chunk_np;NONE_subsumed:Organization;"3172;6434";NONE_subsumed:Organization;"3172;6434";"NONENONEadvconjfin;substsubstinterpcompinf";"NONE;NONE;przedtem;jednak;zostać;sekcja;zwłoki;,;aby;udowodnić";"NONE;NONE;Przedtem;jednak;zostanie;sekcja;zwłok;,;aby;udowodnić";"__sg;sgpl___";"___;nomgen___";"___;fn___";"NONENONEadvconjfin;substsubstinterpcompinf";"NONE;NONE;przedtem;jednak;zostać;sekcja;zwłoki;,;aby;udowodnić";"NONE;NONE;Przedtem;jednak;zostanie;sekcja;zwłok;,;aby;udowodnić";"__sg;sgpl___";"___;nomgen___";"___;fn___";"3172;6434";"0;0";"0;0";undergoer
